Description,Brand,Price,Img url,Country
Juhayna Light Yogurt - 115 gram,Juhayna,7.50 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h24/h1c/46427470823454/200Wx200H_600845_main.jpg,Egypt
Labanita Full Cream Milk - 900ml,Labanita,39.75 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hf4/h0b/11281787519006/32966_main.jpg_200Wx200H,Egypt
Cheese Shredded Cheddar Cheese - 325 gm,Cheesa,199.55 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h6b/hd8/10066994429982/379710_main.jpg_200Wx200H,Egypt
Razz Cupcake Vanilla - 1 Piece,Razz,4.90 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h6f/h32/34530700230686/380182_main.jpg_200Wx200H,Egypt
Labanita Full Cream Milk - 1 Liter,Labanita,35.55 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h0c/h9a/9224052375582/256131_main.jpg_200Wx200H,Egypt
"Razz Cupcake With Strawberry Jam, 1 Piece - Pack of 12",Razz,58.80 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h94/hdd/10067627343902/444827_main.jpg_200Wx200H,Egypt
Dili Tamr Hendi Juice - 1 Liter,Cauvin,36.25 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h9b/hab/11400902213662/37806_main.jpg_200Wx200H,Egypt
Egyptian Growers Balady Eggs - 6 Pieces,Egy.growers,46.95 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hfc/h78/9347046146078/414767_main.jpg_200Wx200H,Egypt
Ezbetna Natural Buffalo Ghee - 500gm,Unknown,208.10 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h52/h78/48502432268318/200Wx200H_606628_main.jpg,Egypt
Cheesa Cheese Slices With Cumin - 150 Gram,Cheesa,45.75 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hbc/h64/9287000129566/412430_main.jpg_200Wx200H,Egypt
Dili Carob Juice - 1 Liter,Cauvin,36.25 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h9d/h87/11400904015902/37807_main.jpg_200Wx200H,Egypt
Razz Strawberry Cupcake - 1 Piece,Razz,4.90 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h0e/h06/10067624984606/444826_main.jpg_200Wx200H,Egypt
Dili Doum Juice - 1 Liter,Cauvin,34.20 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hb1/haf/11400902377502/37808_main.jpg_200Wx200H,Egypt
Cheesa Red Edam Cheese Slices - 150 Gram,Cheesa,45.75 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hcb/h10/9286999146526/412432_main.jpg_200Wx200H,Egypt
Ezbetna Natural Buffalo Ghee - 1 Kg,Unknown,394.75 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h04/h0d/48502438592542/200Wx200H_606627_main.jpg,Egypt
Breadway Soft Roll Bread - 170 gram - 4 Piece,Unknown,19.90 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h9a/he1/49083349499934/200Wx200H_609709_main.jpg,Egypt
Dili Doum Juice - 1 Liter,Cauvin,39.80 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h34/hf1/11400903032862/403269_main.jpg_200Wx200H,Egypt
Alpro Soya Milk - 1 Liter,Alpro,134.65 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h15/h89/44985613877278/200Wx200H_410187_main.jpg,Egypt
Labanita Rayeb Milk - 900ml,Labanita,34.45 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hff/hd2/9286580568094/32967_main.jpg_200Wx200H,Egypt
Dili Mint Lemonade Juice - 1 Liter,Cauvin,39.80 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h04/h42/11400901230622/300164_main.jpg_200Wx200H,Egypt
Dili Ennab Juice - 1 Liter,Unknown,34.20 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hc5/hf2/9347011313694/37805_main.jpg_200Wx200H,Egypt
Rich Bake Fine Chicken Panee Mix - 500gm,Rich Bake,35.45 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hc4/hd4/48146419122206/200Wx200H_464181_main.jpg,Egypt
Alpro Gluten Free Oat Milk - 1 Liter,Alpro,134.65 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h9b/h80/28490856267806/583933_main.jpg_200Wx200H,Egypt
Labanita Full Cream Milk - 450 ml,Labanita,13.95 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hc7/hf1/50736477274142/200Wx200H_618577_main.jpg,Egypt
Labanita Skimmed Milk - 900ml,Labanita,39.75 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hf6/hd8/9286531350558/12781_main.jpg_200Wx200H,Egypt
Cheesa Edam Cheese - 235gm,Cheesa,109.15 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h56/h8d/9347229057054/185371_main.jpg_200Wx200H,Egypt
Dili Mango Juice - 1 Liter,Cauvin,49.50 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h91/hbc/11400902705182/231493_main.jpg_200Wx200H,Egypt
Dili Pomegranate Juice - 1 Liter,Cauvin,49.50 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h22/ha5/11400902049822/228688_main.jpg_200Wx200H,Egypt
Dili Natural Apple Juice - 1 Liter,Unknown,39.80 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hd7/h08/13524798832670/543979_main.jpg_200Wx200H,Egypt
Dili Guava Juice - 1 Liter,Cauvin,39.80 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h1a/h46/11400901394462/219001_main.jpg_200Wx200H,Egypt
Teama Milk Double Cream Cheese - 900g,Teama,94.35 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hde/he4/9286845464606/465690_main.jpg_200Wx200H,Egypt
Rich Bake High Fiber Toast - 500 gram,Rich Bake,50.50 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hf1/hfb/50371491463198/200Wx200H_611080_main.jpg,Egypt
Labanita Yoppa Strawberry Yoghurt Drink - 433gm,Unknown,16.85 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h3e/h76/50835085393950/200Wx200H_394179_main.jpg,Egypt
Labanita Rayeb Milk - 433ml,Labanita,16.85 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h7e/h37/9286579912734/32968_main.jpg_200Wx200H,Egypt
Brunch Chocolate Croissant - 1 Piece,Brunch,4.60 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h85/hc2/48996367400990/200Wx200H_610382_main.jpg,Egypt
Dili Carob Juice - 290 ml,Unknown,16.85 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/he6/h94/16377250480158/545355_main.jpg_200Wx200H,Egypt
Dili Mint Lemonade Juice - 290ml,Cauvin,15.85 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/ha7/hc0/11400902869022/300165_main.jpg_200Wx200H,Egypt
Dili Tamarind Juice - 290 ml,Unknown,16.85 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h38/h54/15337785229342/545353_main.jpg_200Wx200H,Egypt
Alpro Soya Milk Oat Original - 1 Liter,Alpro,124.45 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h98/hf0/48028788588574/200Wx200H_410185_main.jpg,Egypt
Picky Baker Crusted Baked Multi-GrainToast - 330 gram,Unknown,33.15 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h97/h12/50311483850782/200Wx200H_604919_main.jpg,Egypt
Dili Mango Juice - 290ml,Cauvin,16.85 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h2b/hb6/11400902541342/231492_main.jpg_200Wx200H,Egypt
Dili Natural Apple Juice - 290 ml,Unknown,16.85 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hf3/h5f/27470736982046/543621_main.jpg_200Wx200H,Egypt
Dili Hibiscus Juice - 290 ml,Unknown,16.85 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hd4/hfa/31901096804382/545354_main.jpg_200Wx200H,Egypt
Juhayna Yogurt with Mango - 105 gram,Juhayna,8.25 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h0c/hd1/50311508918302/200Wx200H_616305_main.jpg,Egypt
Dili Guava Juice - 290ml,Cauvin,15.85 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hfa/h52/11400901722142/228687_main.jpg_200Wx200H,Egypt
Dili Pomegranate Juice - 290ml,Cauvin,16.85 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hd6/hd4/11400907948062/228689_main.jpg_200Wx200H,Egypt
Mission Original Wraps - 200 gram,Unknown,80.55 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h49/h4b/50334077583390/200Wx200H_616772_main.jpg,Egypt
Dili Doum Juice - 290ml,Unknown,16.85 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/he0/ha3/33915972419614/545352_main.jpg_200Wx200H,Egypt
