Description,Brand,Price,Img url,Country
Todo Brownies Cake 1 Piece,Todo,6.55 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h4f/h3c/49986561310750/200Wx200H_456512_main.jpg,Egypt
El-Bawadi Molasses - 355 gram,El bawadi,19.40 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h99/he3/44951080763422/200Wx200H_107936_main.jpg,Egypt
Abu Auf Maamoul Coated Choco - 12 Count,Abu auf,45.25 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h1e/h52/27008506396702/524187_main.jpg_200Wx200H,Egypt
Haloub Zaman Ghee Mixture - 700 gram,Halob Zaman,111.50 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hdc/h16/50521175982110/200Wx200H_489597_main.jpg,Egypt
Zamzam Egyptian Rice - 1 kg,Zamzam,39.75 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hf3/h47/50538031251486/200Wx200H_617795_main.jpg,Egypt
Al Doha Dry Bulgur - 500 Gram,El Doha,44.90 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h4a/hce/34710146514974/17992_main.jpg_200Wx200H,Egypt
Corona Dark Chocolate - 60 gram,Corona,23.25 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hf7/h4c/49406498111518/200Wx200H_560852_main.jpg,Egypt
Imtenan Echinacea Honey - 250 gram,Imtenan,56.00 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h62/heb/28504906924062/262290_main.jpg_200Wx200H,Egypt
Hohos Chocolate Cake Filled with Vanilla Cream - 24 gram,HoHo's,1.90 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h98/h4c/49986575892510/200Wx200H_594980_main.jpg,Egypt
Twinkies Cream Big Size - 24 Pieces,Twinkies,64.80 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/haf/h6b/50835085066270/200Wx200H_570975_main.jpg,Egypt
Al Doha Cumin - 100 gm,El Doha,66.30 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h4e/h26/15225244319774/18011_main.jpg_200Wx200H,Egypt
Al Tahya Plain Fava Beans - 400 Gram,Unknown,15.25 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hb0/h28/14786632253470/394432_main.jpg_200Wx200H,Egypt
Abu Auf Maamoul Coated White Chocolate - 12 Count,Abu auf,45.25 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hb0/h9e/14596519755806/524189_main.jpg_200Wx200H,Egypt
Abu Auf Maamoul with Megdoul Dates  -12 Count,Abu auf,36.95 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hd0/h8c/14584703909918/524183_main.jpg_200Wx200H,Egypt
El Doha Pasta Rice - 400 Gram,El Doha,19.25 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h3a/h0c/34710149562398/458686_main.jpg_200Wx200H,Egypt
Basata Pasta Elbow - 1 Kg,Basata,23.75 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h1a/hcf/34674441846814/576203_main.jpg_200Wx200H,Egypt
Wadi Food Sliced Green Olives - 650 Gram,Wadi Food,60.15 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hcf/h26/14786759393310/17378_main.jpg_200Wx200H,Egypt
Zaeem Whole Lentils - 500 gram,Al zaeem,36.70 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hf6/h53/34030330052638/591245_main.jpg_200Wx200H,Egypt
Al Doha Fusilli Pasta - 400 Gram,El Doha,18.85 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h65/h77/15127749853214/470383_main.jpg_200Wx200H,Egypt
Abu Auf Crispy Granola Original - 350 Gram,Abu auf,85.75 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h90/h72/34873269223454/200Wx200H_535518_main.jpg,Egypt
Bake Rolz Crackers - Mix Cheese - 38 gram,Unknown,5.00 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hd7/h37/49986562621470/200Wx200H_464444_main.jpg,Egypt
Al Doha Small Rings Pasta - 400 grams,El Doha,18.85 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hbd/h01/34710149136414/458682_main.jpg_200Wx200H,Egypt
Freska Chocolate Wafer Bar - 28gm,Freska,2.75 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hd9/h90/49986560983070/200Wx200H_374454_main.jpg,Egypt
Abu Auf Peanut Butter With Chocolate - 330 gram,Abu auf,77.25 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/ha5/hbb/14854129713182/510174_main.jpg_200Wx200H,Egypt
TWINKIES DOUBLE CREAM 12P,Twinkies,60.60 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hee/h1d/49986579333150/200Wx200H_605849_main.jpg,Egypt
Todo Bomb Chocolate Cake 1 Piece,Todo,6.55 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/ha0/h53/49986559836190/200Wx200H_450292_main.jpg,Egypt
Cairo Pasta - Small Rings - 300 gram,Unknown,6.45 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h9c/hed/49274012336158/200Wx200H_600709_main.jpg,Egypt
Al Doha Soft Rusk - 300 gram,El Doha,18.90 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h78/h2c/14952248344606/17961_main.jpg_200Wx200H,Egypt
Twinkies Big Size Cream Cake 1 Piece,Twinkies,2.70 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h81/h30/49986570518558/200Wx200H_570974_main.jpg,Egypt
El Doha Vermicelli Pasta - 400 Gram,El Doha,19.25 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h69/h5e/34710140878878/458685_main.jpg_200Wx200H,Egypt
El Rashidi El Mizan Plain Halawa - 230 gram,El rashidi el mizan,43.30 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h74/h8e/47857084170270/200Wx200H_17577_main.jpg,Egypt
Tag Elmelouk Baking Powder - 16 Gram,Tag Elmelouk,2.00 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hd6/h3d/14597126881310/546814_main.jpg_200Wx200H,Egypt
Halwani Brothers Tahina Pure Sesame - 475 gram,Halwani bros,107.10 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h4d/he5/15225247432734/395778_main.jpg_200Wx200H,Egypt
El Rashidi El Mizan Tahina - 110 gram,El rashidi el mizan,25.25 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hc1/h6e/8989559881758/17567_main.jpeg_200Wx200H,Egypt
Shaheen Turkish Coffee Special Medium With Cardamom - 200 gram,Shaheen cafe,157.55 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hf9/h44/28222393221150/574688_main.jpg_200Wx200H,Egypt
Zitouna Extra Virgin Olive Oil - 1 Liter,Unknown,561.00 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h83/h0f/14624028557342/529128_main.jpg_200Wx200H,Egypt
Al Doha Mastic - 3gm,El Doha,71.40 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hba/h40/49832947384350/200Wx200H_18007_main.jpg,Egypt
Shaheen Turkish Coffee Special Light With Cardamom - 200 gram,Shaheen cafe,157.55 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h80/h3e/28222393057310/574687_main.jpg_200Wx200H,Egypt
El Shamadan Mega Red Wafer Filled with Chocolate - 4 Wafers x 6 Pieces,El shamadan,34.50 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hcb/hca/15474811731998/456885_main.jpg_200Wx200H,Egypt
El Bawadi Tahina - 125 gram,El bawadi,23.75 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h1b/hc4/44951081222174/200Wx200H_107927_main.jpg,Egypt
Al Doha Elbow Pasta - 400 grams,El Doha,19.25 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hdb/h50/34710140485662/458683_main.jpg_200Wx200H,Egypt
Khatira Spaghetti Pasta - 280 gram,Unknown,7.00 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h1b/hd2/34674373197854/578284_main.jpg_200Wx200H,Egypt
El Maleka Lasagna - 400 Gram,Elmaleka,18.00 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h54/h7a/14610640175134/488315_main.jpg_200Wx200H,Egypt
Shaheen Coffee Special Medium Plain Turkish Coffee - 200 gram,Shaheen cafe,137.70 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hba/h13/28222392729630/574685_main.jpg_200Wx200H,Egypt
Crystal White Vegetable Ghee - 1kg,Crystal,84.45 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h05/h22/49772013682718/200Wx200H_612456_main.jpg,Egypt
El Maleka Meloky Spaghetti Pasta - 400 gram,Elmaleka,11.45 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h4b/h15/48237020053534/200Wx200H_605314_main.jpg,Egypt
Al Aseel Corn Oil - 1.5 Liters,Al Asil,147.70 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hf1/hfc/15070718132254/277444_main.jpg_200Wx200H,Egypt
El Rashidy El Mizan Chocolate Halawa Spread&nbsp;- 300 gram,El rashidi el mizan,58.60 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h0e/h88/47857084334110/200Wx200H_353035_main.jpg,Egypt
Corona Dark Chocolate - 35 grams - 12 Pieces,Corona,182.60 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hfb/he1/49406495588382/200Wx200H_383549_main.jpg,Egypt
Al Abd Vanilla Cookies with Chocolate Chips - 18 Pieces,Unknown,61.75 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h16/ha0/33182998003742/591988_main.jpg_200Wx200H,Egypt
Halwani Bros Jam Fig - 750 gram,Halwani bros,58.85 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h90/hdf/14530840657950/34435_main.jpg_200Wx200H,Egypt
Hohos Cream Bigger Size - 60gm - 12 Pieces,HoHo's,61.20 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h67/h24/49986579169310/200Wx200H_603321_main.jpg,Egypt
Crystal Vegetable Gold Ghee - 350 gram,Crystal,34.05 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/ha8/h39/15070710824990/333039_main.jpg_200Wx200H,Egypt
Twinkies Extra Cake with Chocolate Cream - 24 Pieces,Twinkies,64.80 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/he5/h85/52141748944926/200Wx200H_467172_main.jpg,Egypt
IMTENAN CITRUS HONEY GLASS JAR 450G,Imtenan,106.55 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hb5/h0e/16903257456670/570976_main.jpg_200Wx200H,Egypt
Bab Elsham Cumin Powder - 45 gram,Bab El Sham,33.65 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h74/h43/31258506821662/464997_main.jpg_200Wx200H,Egypt
Abu Auf Turkish Coffee Blend - Light - 200gm,Abu auf,119.75 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h8b/hde/49705623060510/200Wx200H_613771_main.jpg,Egypt
Abu Auf Turkish Coffee Plain - Light - 200gm,Abu auf,94.75 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hca/hb7/49705622077470/200Wx200H_613770_main.jpg,Egypt
Twinkies Extra Cake With Strawberry Cream 1 Piece,Twinkies,2.70 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h43/h3c/49986559180830/200Wx200H_467169_main.jpg,Egypt
El Rashidi El Mizan Halawa Chocolate - 700 gram,El rashidi el mizan,118.10 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h2b/h7e/14854120407070/496981_main.jpg_200Wx200H,Egypt
El Maleka Meloky Penne Pasta - 400G,Elmaleka,11.45 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hed/h93/48237018054686/200Wx200H_605308_main.jpg,Egypt
Haj Arafa Black Pepper Powder - 85 gram,Unknown,31.10 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h86/h0d/14953346236446/539376_main.jpg_200Wx200H,Egypt
Bake Rolz Chili &amp; Lemon - 38 gram,Unknown,5.00 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h6d/ha1/49986563604510/200Wx200H_449176_main.jpg,Egypt
Haj Arafa Fava Beans - 300 gram,Unknown,13.10 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h56/hc6/27995701444638/575728_main.jpg_200Wx200H,Egypt
Al Doha Big Rings Pasta - 400 grams,El Doha,19.25 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h8d/h42/34710140026910/458681_main.jpg_200Wx200H,Egypt
El Maleka Meloky Vermicelli - 400G,Elmaleka,11.45 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h01/h94/48237021691934/200Wx200H_605312_main.jpg,Egypt
BiscoMisr Luxe Biscuits With Cocoa  - 12 Pieces,Biscomisr,38.40 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hae/hb5/10067911114782/455900_main.jpg_200Wx200H,Egypt
Corona Bimbo Chocolate Biscuits - 37 gram,Bimbo,5.50 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hdf/h32/32967887978526/372003_main.jpg_200Wx200H,Egypt
Halwani Bros Jam Fig - 380 gram,Halwani bros,31.10 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h1b/h0b/14530834595870/34434_main.jpg_200Wx200H,Egypt
Imtenan Spring Flowers Pure Bee Honey - 250 gram,Imtenan,56.00 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hc2/he7/14854055854110/460445_main.jpg_200Wx200H,Egypt
Twinkies Extra Cake With Chocolate Cream 1 Piece,Twinkies,2.70 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h1e/h1d/49986558623774/200Wx200H_467171_main.jpg,Egypt
Twinkies Double Cream Sponge Cakes,Twinkies,5.05 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h5f/h13/49986579660830/200Wx200H_605848_main.jpg,Egypt
El Doha Crushed Beans - 500 Gram,El Doha,46.95 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hc4/hb9/34710141403166/17989_main.jpg_200Wx200H,Egypt
Molto Mini Magnum Strawberry and Cheesecake Croissant - 70 gram,Molto,9.25 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h14/ha9/49986568388638/200Wx200H_546933_main.jpg,Egypt
El Rashidy El Mizan Fig Jam 700g,El rashidi el mizan,46.95 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h4e/h1a/47857085480990/200Wx200H_306974_main.jpg,Egypt
Corona Dark Chocolate - 60 gram - 6 Pieces,Corona,138.00 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h06/h20/49406497030174/200Wx200H_560853_main.jpg,Egypt
Corona Li gramht Chocolate bar - 35 gram,Corona,14.95 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h4d/hc1/49406494933022/200Wx200H_271545_main.jpg,Egypt
Daria Plain Fava Beans - 400 gram,Daria,15.05 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hcb/h4c/29791114461214/579158_main.jpg_200Wx200H,Egypt
Bab Elsham The Perfect Bbq Blend - 40 gram,Bab El Sham,19.15 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h6e/h9c/31258554040350/533455_main.jpg_200Wx200H,Egypt
Bisco Misr Nice Coconut Biscuits - 4 Pieces,Biscomisr,4.00 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h13/h1e/48744232845342/200Wx200H_17808_main.jpg,Egypt
Corona Bimbo Coco Biscuit Coated With Chocolate - 1 Piece,Bimbo,5.50 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h33/he7/32967889027102/500404_main.jpg_200Wx200H,Egypt
Bab Elsham 7 Spices - 40 gram,Bab El Sham,27.05 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h4b/h74/50966524559390/200Wx200H_465006_main.jpg,Egypt
Bimbo XL Biscuit Chocolate Coated - 12 Pieces,Bimbo,96.00 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hf4/h76/50066455035934/200Wx200H_523439_main.jpg,Egypt
Imtenan Citrus Blossom Honey - 450 gram,Imtenan,124.90 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h30/h06/15449973096478/402044_main.jpg_200Wx200H,Egypt
Abu Auf Roasted and Salted Almonds - 300 gram,Abu auf,180.50 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h46/h9e/14952384659486/428822_main.jpg_200Wx200H,Egypt
El Doha Rizzo Rice - 330 gram,El Doha,22.95 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h1f/h6d/49910124675102/200Wx200H_612526_main.jpg,Egypt
Todo Bomb Chocolate Cake 8 Pieces,Todo,52.40 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hd1/hf7/49986569043998/200Wx200H_530998_main.jpg,Egypt
Halwani Bros Jam Apricot - 750 gram,Halwani bros,61.15 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/he7/h72/14530841706526/34728_main.jpg_200Wx200H,Egypt
El Rashidi El Mizan Halawa Pistachio - 200 gram,El rashidi el mizan,83.10 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h82/h0d/47857085808670/200Wx200H_17581_main.jpg,Egypt
El Shamadan Green Biscuit Wafer Filled with Chocolate - 2 Wafer - 12 Pieces,El shamadan,39.00 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hed/haf/50947258810398/200Wx200H_456887_main.jpg,Egypt
Al Haloub Naseem Al Khair Oil Ghee - 700 gram,Unknown,106.60 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hc8/h06/34782991581214/200Wx200H_490323_main.jpg,Egypt
Al Asil Corn Oil - 750ml,Al Asil,75.20 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hde/h15/17045074411550/496540_main.jpg_200Wx200H,Egypt
Corona Lite Chocolate - 35 grams - 12 Pieces,Corona,179.00 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h11/he6/49406495424542/200Wx200H_485388_main.jpg,Egypt
El Doha Coriander Powder - 100 gram,El Doha,32.65 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hc3/h92/14952342880286/18010_main.jpg_200Wx200H,Egypt
Freska White Chocolate Wafer - 20 gram - 24 Pieces,Freska,66.00 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h95/h89/50947255959582/200Wx200H_407005_main.jpg,Egypt
Wadi Food Mixed Pickles - 1kg,Wadi Food,49.75 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hf6/h8c/14786701885470/34496_main.jpg_200Wx200H,Egypt
Imtenan Squeeze Natural Bee Honey - 450 gram - Clover Blossom,Imtenan,106.55 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h8b/ha0/27008563839006/557797_main.jpg_200Wx200H,Egypt
Wadi Food Natural Green Olives- 650 gram,Wadi Food,50.75 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h09/h33/50042196361246/200Wx200H_17377_main.jpg,Egypt
Wadi Food Balsamic Grape Vinegar 250ml,Wadi Food,66.60 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h8a/h22/15070736744478/53955_main.jpg_200Wx200H,Egypt
El Rashidi El Mizan Apricot Jam 700g,El rashidi el mizan,50.95 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/he8/h13/47857085644830/200Wx200H_306976_main.jpg,Egypt
Bab Elsham Potato Spices - 40 gram,Bab El Sham,20.35 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h62/hf9/31258503872542/468311_main.jpg_200Wx200H,Egypt
El Bawadi Halawa - 130 gram,El bawadi,20.95 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hb3/h2d/44951079911454/200Wx200H_107930_main.jpg,Egypt
El Maleka Meloky Risoni - 400G,Elmaleka,11.45 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h7d/h9e/48237018382366/200Wx200H_605313_main.jpg,Egypt
Twinkies Extra Cake With Strawberry Cream 24 Pieces,Twinkies,64.80 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/he0/h30/50947256451102/200Wx200H_467170_main.jpg,Egypt
Imtenan Clover Honey - 125 Gram,Imtenan,34.95 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h12/h0a/14896002596894/559380_main.jpg_200Wx200H,Egypt
El Rashidy El Mizan Plain Halawa Spread - 300 gram,El rashidi el mizan,54.55 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h83/h96/47857217863710/200Wx200H_325276_main.jpg,Egypt
Hohos Chocolate Cake Filled with Cream - Bigger Size - 60 gram,HoHo's,5.10 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h2f/h25/49986614624286/200Wx200H_603322_main.jpg,Egypt
El Rashidi El Mizan Halawa With Hazelnuts - 200 gram,El rashidi el mizan,60.65 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h05/hda/14854063587358/17579_main.jpg_200Wx200H,Egypt
Bisco Misr Maamoul Dates Cookies - 12 Pieces,Biscomisr,50.40 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h6f/hc8/14584210817054/179307_main.jpg_200Wx200H,Egypt
Tag Elmelouk Vanilla Baking - 1 Gram,Tag Elmelouk,0.75 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h8f/h33/15173359108126/546812_main.jpg_200Wx200H,Egypt
Halwani Bros Jam Apricot - 380 gram,Halwani bros,31.10 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hb5/h04/14530834759710/34432_main.jpg_200Wx200H,Egypt
Abu Auf Almond Butter - 300 gram,Abu auf,270.60 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h7c/h51/14854138888222/485771_main.jpg_200Wx200H,Egypt
Basata Spaghetti Pasta - 350 gram,Basata,8.40 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h02/hb6/34674439716894/564578_main.jpg_200Wx200H,Egypt
Abu Auf Himalayan Fine Salt - 400 grams,Abu auf,34.65 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h24/hea/14623738658846/524353_main.jpg_200Wx200H,Egypt
Corona Dark with Almond - 1 Piece,Corona,28.50 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hd2/h77/50066457821214/200Wx200H_609194_main.jpg,Egypt
Al Doha Thyme Jar - 30 gram,El Doha,40.80 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h10/h07/15880465514526/374717_main.jpg_200Wx200H,Egypt
Elabd Chunks Cookies - 18 Pieces,Unknown,61.75 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h0f/hf4/48925692526622/200Wx200H_560857_main.jpg,Egypt
Wadi Food Apple Vinegar - 500ml,Wadi Food,38.00 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hfc/h9d/12784084779038/361491_main.jpg_200Wx200H,Egypt
Imtenan Natural Honey - 450 Gram,Imtenan,105.55 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h30/h0a/14854309707806/532530_main.jpg_200Wx200H,Egypt
Haj Arafa Yellow Lentil - 500 gram,Unknown,40.75 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h75/h00/14787034677278/540230_main.jpg_200Wx200H,Egypt
Bab ElSham Chunky Regular Chicken Seasoning - 100 gram,Bab El Sham,19.90 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hc8/h26/31258530316318/527973_main.jpg_200Wx200H,Egypt
Corona Chocolate With Butter - 27 gram,Corona,15.25 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h4c/h57/49406493917214/200Wx200H_271546_main.jpg,Egypt
El Rashidi El Mizan Premium Fig Jam - 340 gram,El rashidi el mizan,26.75 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h02/h73/47857084989470/200Wx200H_278888_main.jpg,Egypt
El Bawady Tahina - 20 gram,El bawadi,3.95 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h01/h49/9348861329438/354366_main.jpg_200Wx200H,Egypt
Corona Fun Fruit Chocolate with Strawberry Flavor - 1 Piece,Unknown,14.95 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h72/hbf/49406501093406/200Wx200H_573982_main.jpg,Egypt
Ganna Bee Honey - 450 gram,Ganna,71.35 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/ha4/h5f/14854122700830/62484_main.jpg_200Wx200H,Egypt
Elabd Vanilla Cookies with Chocolate - 12 Pieces,Unknown,101.95 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h7d/he7/33182994989086/591985_main.jpg_200Wx200H,Egypt
Bab Elsham Chicken Spices - 35 gram,Bab El Sham,18.55 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h80/h52/31258500038686/468307_main.jpg_200Wx200H,Egypt
Bimbo Biscuit with Hazelnut,Bimbo,5.50 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hfb/h48/49406502404126/200Wx200H_590271_main.jpg,Egypt
Khatira Big Rings Pasta - 280 gram,Unknown,7.00 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h4d/ha5/34746918174750/578285_main.jpg_200Wx200H,Egypt
Wadi Food Pitted Green Olives - 650gm,Wadi Food,62.50 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h3f/h97/12784084582430/17380_main.jpg_200Wx200H,Egypt
El Rashidi El Mizan Molasses - 720 gram,El rashidi el mizan,46.45 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hfc/h7d/14854059360286/374675_main.jpg_200Wx200H,Egypt
Abu Auf Arabic Coffee - 250 Gram,Abu auf,262.65 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hee/h52/10069104558110/485647_main.jpg_200Wx200H,Egypt
Elabd Orange Biscuits - 18 Pieces,Unknown,44.85 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h04/h0c/29147343781918/560939_main.jpg_200Wx200H,Egypt
Roots Mint Green Tea - 50 Envelopes,Roots,40.05 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h12/h71/15880466530334/364920_main.jpg_200Wx200H,Egypt
"Abu Auf Pink Himalayan Salt Crystals, Rocks - 400 gm",Abu auf,34.65 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h94/hda/10510483259422/524354_main.jpg_200Wx200H,Egypt
Imtenan Egyptian Mountain Sidr Honey - 1 kg,Imtenan,886.85 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h7d/he7/14954092331038/552658_main.jpg_200Wx200H,Egypt
Halwani Bros Tahina - 240 gram,Halwani bros,60.20 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hf1/h28/15070736580638/188672_main.jpg_200Wx200H,Egypt
Abu Auf Roasted Almond - 100gm,Abu auf,56.05 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h00/h86/49347636527134/200Wx200H_302851_main.jpg,Egypt
"Harvest Beans,Pickled Lemon - 400 G",Harvest,16.85 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h37/hd1/17317802442782/569970_main.jpg_200Wx200H,Egypt
Trix Wafer Filled with Vanilla Cream - 30 gram - 12 Pieces,Carrefour,41.95 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h33/ha0/48899908239390/200Wx200H_610425_main.jpg,Egypt
Abu Auf Paprika - 70 Gram,Abu auf,35.65 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h3e/h4b/28546923429918/578058_main.jpg_200Wx200H,Egypt
El Maleka Meloky Small Rings Pasta - 400G,Elmaleka,11.45 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h5b/hed/48237019693086/200Wx200H_605310_main.jpg,Egypt
Corona Crispy Chocolate -  35 Gram,Corona,15.25 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h4d/hcc/16903131496478/496029_main.jpg_200Wx200H,Egypt
