Description,Brand,Price,Img url,Country
Large Fruit Salad,Unknown,39.95 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hcb/hdf/9342604214302/32807_main.jpg_200Wx200H,Egypt
Coconut,Unknown,55.95 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hb5/hc7/10187582767134/43023_main.jpg_200Wx200H,Egypt
Pineapple Slices,Unknown,129.95 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hac/h7b/10065939726366/33956_main.jpg_200Wx200H,Egypt
Assorted Mahshi Stuffed - 750 Gram,Unknown,40.95 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hd5/haf/35140091969566/200Wx200H_308455_main.jpg,Egypt
Carrots - 500gm,Unknown,12.95 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hfb/h2d/35140086038558/200Wx200H_423292_main.jpg,Egypt
Balady Lemon - Class A,Unknown,13.98 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h07/ha6/35140088070174/200Wx200H_425250_main.jpg,Egypt
Red Bell Pepper - 500 gram,Unknown,29.95 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h10/h84/35140093706270/200Wx200H_109429_main.jpg,Egypt
Tabark Vegetables Mix - 500 Gram,Unknown,36.95 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h6b/h23/35140086366238/200Wx200H_213777_main.jpg,Egypt
Clementine,Unknown,8.98 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/haa/he2/10065998315550/32495_main.jpg_200Wx200H,Egypt
Avocado,Unknown,62.48 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h77/h8a/35140093542430/200Wx200H_32588_main.jpg,Egypt
Chinese Cabbage,Unknown,17.95 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hf9/h93/9342535335966/32577_main.jpg_200Wx200H,Egypt
Balady Oranges For Juice,Unknown,7.48 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h76/h2c/26493627301918/408653_main.jpg_200Wx200H,Egypt
Yellow Capsicum - 500gm,Unknown,29.95 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h32/h5a/35140087906334/200Wx200H_109427_main.jpg,Egypt
Tabarak Stuffing Zucchini - 350 gm,Unknown,27.95 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/he2/h66/9342288363550/131520_main.jpg_200Wx200H,Egypt
Carrots - 1Kg,Unknown,24.95 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hd0/h18/9342326636574/229953_main.jpg_200Wx200H,Egypt
Stuffing Black Eggplant - 250 gm,Unknown,33.95 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hdb/he4/48561157832734/200Wx200H_448172_main.jpg,Egypt
Tabarak Ready Green Beans - 350gm,Unknown,36.95 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hfa/h43/9342327291934/139993_main.jpg_200Wx200H,Egypt
Papaya Green,Unknown,7.48 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/ha7/h16/35140094820382/200Wx200H_32561_main.jpg,Egypt
Brown Mushroom  - 250 g,Unknown,54.95 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h92/h97/35140085055518/200Wx200H_289419_main.jpg,Egypt
Lemon Adalia - 1 Kg,Unknown,19.95 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h72/h2f/11008143949854/403307_main.jpg_200Wx200H,Egypt
Strawberry - 750gm,Unknown,39.95 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hc3/h84/10067623346206/447663_main.jpg_200Wx200H,Egypt
Rosemary - 100 Gram,Unknown,5.95 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h73/h2d/35140090200094/200Wx200H_33232_main.jpg,Egypt
Grade A Cucumber - 500 gram,Unknown,14.95 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/he0/ha4/9342503616542/444969_main.jpg_200Wx200H,Egypt
Guava - 1 K,Unknown,34.95 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/he7/h86/35140098162718/200Wx200H_287363_main.jpg,Egypt
Mafa Tomato - 500 gram,Unknown,19.95 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h51/hac/35140096360478/200Wx200H_562296_main.jpg,Egypt
Mandarin,Unknown,9.98 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h19/h3c/35140090691614/200Wx200H_32496_main.jpg,Egypt
Lemon Balady Foam - 500 Gram,Unknown,15.95 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h5c/h5d/10187585028126/377127_main.jpg_200Wx200H,Egypt
MAFA CUCUMBER PREMIUM PUNNET 750GM,Unknown,37.95 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/he7/h7f/35140093870110/200Wx200H_565943_main.jpg,Egypt
Red Bell Peppers - 500gm,Unknown,45.95 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h17/h8b/9342506237982/287355_main.jpg_200Wx200H,Egypt
Tabarak Green Bell Pepper - 500 gram,Unknown,21.95 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hfa/h26/35140090036254/200Wx200H_213780_main.jpg,Egypt
Carrot - 500 gram,Unknown,18.95 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h1a/hdd/15633125834782/565938_main.jpg_200Wx200H,Egypt
Spinach,Unknown,8.98 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hc9/h9a/35140091314206/200Wx200H_32574_main.jpg,Egypt
Mafa Thyme - 50gm,Unknown,9.95 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h36/h8c/26880949354526/33236_main.jpg_200Wx200H,Egypt
